16689911286994657724*((((x^5148131303079159687)&~(x^z))&~4078378071895433826)|((5148131303079159687^~(x&(5148131303079159687^z)))&4078378071895433826)) + 15811494930996577628*((((x&5148131303079159687)^(5148131303079159687|~z))&~4078378071895433826)|((~(x&~5148131303079159687)&(5148131303079159687^z))&4078378071895433826)) + 14933078530167257312*(((5148131303079159687^(~x|(5148131303079159687&z)))&~4078378071895433826)|(((x^5148131303079159687)&~(x^z))&4078378071895433826)) + 13176245769603920215*(((z^(x|5148131303079159687))&~4078378071895433826)|(~(~x|(5148131303079159687&z))&4078378071895433826)) + 18446744062501741561*(((z^(x|(~5148131303079159687|z)))&~4078378071895433826)|((z^~(x&(~5148131303079159687&z)))&4078378071895433826)) + 4392081940635677935*(((5148131303079159687^(~x|(5148131303079159687|z)))&~4078378071895433826)|((z^~(x&(~5148131303079159687&z)))&4078378071895433826)) + 14933078530167257312*((~(x|~z)&~4078378071895433826)|((5148131303079159687^(x|(~5148131303079159687|z)))&4078378071895433826)) + 4392081940635677935*((((x|5148131303079159687)&(5148131303079159687^z))&~4078378071895433826)|(~(5148131303079159687&z)&4078378071895433826)) + 10540996623155009542*(((x^(~5148131303079159687&z))&~4078378071895433826)|((~(x&5148131303079159687)&~(5148131303079159687^z))&4078378071895433826)) + 6148914697463078347*(((5148131303079159687^(x|(5148131303079159687|z)))&~4078378071895433826)|(~(x|~z)&4078378071895433826)) + 9662580211117879171*(((5148131303079159687^(x|(~5148131303079159687|z)))&~4078378071895433826)|(((x^5148131303079159687)|(x^z))&4078378071895433826)) + 7905747454290478759*((5148131303079159687&~z)|x) + 4392081918220057825*((((x&~5148131303079159687)|~(x^(5148131303079159687^z)))&~4078378071895433826)|(~(5148131303079159687^z)&4078378071895433826)) + 14054662140545747051*(((x|z)&~4078378071895433826)|(~(x&~5148131303079159687)&4078378071895433826)) + 6148914704934951717*(((5148131303079159687^~(~x&(5148131303079159687|z)))&~4078378071895433826)|((5148131303079159687|(x^z))&4078378071895433826)) + 4392081929427867880*(((x^(~5148131303079159687&z))&~4078378071895433826)|((z|~(x|5148131303079159687))&4078378071895433826)),  3735936685*~x
3689348821018283954*(((280093833105966653^~(~x&(280093833105966653^4310211293818176047)))&~t)|(~(x|(280093833105966653|4310211293818176047))&t)) + 14757395254185642336*((~(~x|(280093833105966653^4310211293818176047))&~t)|(~(x|(~280093833105966653|4310211293818176047))&t)) + 7378697618126573124*(((x^(~280093833105966653&4310211293818176047))&~t)|(((x^280093833105966653)&~(x^4310211293818176047))&t)) + 11954997392*((~280093833105966653&~t)|(((x&4310211293818176047)^(x^(~280093833105966653&4310211293818176047)))&t)) + 7378697615885011113*(((x^280093833105966653)&~t)|((4310211293818176047&(x^280093833105966653))&t)) + 5977498696*((~(x&~4310211293818176047)&~t)|((4310211293818176047^(x&280093833105966653))&t)) + 11068046439144857078*((~(x|(280093833105966653&4310211293818176047))&~t)|((4310211293818176047^~(~x|(~280093833105966653&4310211293818176047)))&t)) + 1494374674*(((280093833105966653^~(x&4310211293818176047))&~t)|((~280093833105966653|(x^4310211293818176047))&t)) + 747187337*(((x|(~280093833105966653|4310211293818176047))&~t)|((~(x^280093833105966653)&~(x^4310211293818176047))&t)) + 3689348794119539822*(((x&(~280093833105966653&4310211293818176047))&~t)|((x&280093833105966653)&t)) + 11068046442880793763*(((280093833105966653|~(x|4310211293818176047))&~t)|(~(x^(~280093833105966653|4310211293818176047))&t)) + 11068046466790788547*(((280093833105966653&~(x&4310211293818176047))&~t)|((4310211293818176047^~(x&(~280093833105966653|4310211293818176047)))&t)) + 11068046427937047023*(((~(x&~280093833105966653)&~(x^(280093833105966653^4310211293818176047)))&~t)|(~(~x&(280093833105966653&4310211293818176047))&t)) + 7378697655485939974*(((x&(~280093833105966653|4310211293818176047))&~t)|((280093833105966653^(x&~4310211293818176047))&t)) + 14757395242230644944*((~(x^(~280093833105966653|4310211293818176047))&~t)|((~(x|~280093833105966653)|~(280093833105966653^4310211293818176047))&t)) + 14757395264646265054*(((280093833105966653&~(x&4310211293818176047))&~t)|(~(x&~4310211293818176047)&t)),  3735936685*~x
11936128515645519268*((~(x|y)&~8614801378171577836)|((2901599550064024034^~(~x&(~y&2901599550064024034)))&8614801378171577836)) + 7595718154810641091*(((~(x^y)&~(x^2901599550064024034))&~8614801378171577836)|(((x&2901599550064024034)^~(x^(y&2901599550064024034)))&8614801378171577836)) + 14106333709138736754*((~(y|~2901599550064024034)&~8614801378171577836)|((~(x&y)&~(y^2901599550064024034))&8614801378171577836)) + 15191436298413472127*((((x&y)|(y^2901599550064024034))&~8614801378171577836)|(~(x&(~y|2901599550064024034))&8614801378171577836)) + 10851025922634847210*(((y^~(~x&(y|2901599550064024034)))&~8614801378171577836)|(~(x^(y^2901599550064024034))&8614801378171577836)) + 6510615554328095663*(((2901599550064024034|(x&y))&~8614801378171577836)|(((x&~y)|~(x^(y^2901599550064024034)))&8614801378171577836)) + 14106333709138736754*(((y^(x|(y^2901599550064024034)))&~8614801378171577836)|((x&(y&2901599550064024034))&8614801378171577836)) + 13021231116128064696*((~(x&(~y|2901599550064024034))&~8614801378171577836)|((~(x^y)&~(x^2901599550064024034))&8614801378171577836)) + 10851025918898910525*(((x&(y|2901599550064024034))&~8614801378171577836)|(((x|~y)&~(y^2901599550064024034))&8614801378171577836)) + 11936128515645519268*(((y^(x|(y|2901599550064024034)))&~8614801378171577836)|((~2901599550064024034|~(x^y))&8614801378171577836)) + 5425512953845550235*((~(x&(~y|2901599550064024034))&~8614801378171577836)|((2901599550064024034^~(x|~y))&8614801378171577836)) + 9765923340831985207*((((y&~2901599550064024034)|~(x|(~y&2901599550064024034)))&~8614801378171577836)|((x|(y^2901599550064024034))&8614801378171577836)) + 11936128519381455953*(((x&(y^2901599550064024034))&~8614801378171577836)|(~(x&(~y&2901599550064024034))&8614801378171577836)) + 1085102593010672058*(((2901599550064024034^~(x&(~y|2901599550064024034)))&~8614801378171577836)|(((x&~y)|~(y^2901599550064024034))&8614801378171577836)) + 14106333701666863384*(((2901599550064024034^~(x|y))&~8614801378171577836)|(~(~x&(y^2901599550064024034))&8614801378171577836)),  3735936685*~x
18446743890648654051*((~(~x&(~1725917309709680515&280338195717329146))&~t)|((~280338195717329146&~(x^1725917309709680515))&t)) + 156909340770*((~(x^(1725917309709680515&280338195717329146))&~t)|(((x&1725917309709680515)^~(x^(1725917309709680515&280338195717329146)))&t)) + 18446744047557994821*((x&~t)|(~(x|(~1725917309709680515&280338195717329146))&t)) + 18446743969103324436*(((1725917309709680515&~(x&280338195717329146))&~t)|((x^(1725917309709680515|280338195717329146))&t)) + 246571821210*(((~(x|1725917309709680515)|(1725917309709680515^280338195717329146))&~t)|((x^280338195717329146)&t)) + 149437467400*(((1725917309709680515^(x&280338195717329146))&~t)|((280338195717329146&(x^1725917309709680515))&t)) + 18446743920536147531*(((280338195717329146^~(x&(1725917309709680515&280338195717329146)))&~t)|((280338195717329146&~(x&1725917309709680515))&t)) + 18446743965367387751*(((~(x&~1725917309709680515)&(1725917309709680515^280338195717329146))&~t)|((~1725917309709680515|(x^280338195717329146))&t)) + 26151556795*(((x|280338195717329146)&~t)|((1725917309709680515^~(x&(1725917309709680515|280338195717329146)))&t)) + 325026491595*(((~(x&1725917309709680515)&~(1725917309709680515^280338195717329146))&~t)|((280338195717329146^(~x&(1725917309709680515|280338195717329146)))&t)) + 18446743722531503226*(((x&~1725917309709680515)&~t)|(((1725917309709680515&~280338195717329146)^(x|(1725917309709680515^280338195717329146)))&t)) + 18446743935479894271*(((x^(~1725917309709680515&280338195717329146))&~t)|(1725917309709680515&t)) + 18446743393769074946*(((1725917309709680515^(~x|(1725917309709680515|280338195717329146)))&~t)|((280338195717329146^~(x|1725917309709680515))&t)) + 526767072585*(((x&280338195717329146)&~t)|((280338195717329146^~(x|1725917309709680515))&t)) + 500615515790*(((1725917309709680515^(~x|(~1725917309709680515|280338195717329146)))&~t)|(~(1725917309709680515&~280338195717329146)&t)) + 18446743864497097256*((((x&1725917309709680515)|~(x^(1725917309709680515^280338195717329146)))&~t)|((~x|(~1725917309709680515|280338195717329146))&t)),  3735936685*~x
26151556795*(((x|(y&1097195756979235332))&~6629082356204901634)|((~1097195756979235332&(x^y))&6629082356204901634)) + 18446744010198627971*(((x|(~y&1097195756979235332))&~6629082356204901634)|((1097195756979235332^(~x|(~y|1097195756979235332)))&6629082356204901634)) + 67246860330*(((y^(x&(y^1097195756979235332)))&~6629082356204901634)|((y^~(~x&(~y&1097195756979235332)))&6629082356204901634)) + 18446744036350184766*~((x&~6629082356204901634)^y) + 18446744028878311396*(((y&(x|~1097195756979235332))&~6629082356204901634)|((~x&(~y|1097195756979235332))&6629082356204901634)) + 18446743924272084216*((y|~6629082356204901634)^x) + 18446743965367387751*(((~(x&y)&~(x^(y^1097195756979235332)))&~6629082356204901634)|(((y&~1097195756979235332)^(~x|(y^1097195756979235332)))&6629082356204901634)) + 190532770935*(((~(x|y)|~(x^(y^1097195756979235332)))&~6629082356204901634)|((y^~(~x&(y&1097195756979235332)))&6629082356204901634)) + 59774986960*(((~x&(y^1097195756979235332))&~6629082356204901634)|(((x&y)^(y|1097195756979235332))&6629082356204901634)) + 18446744021406438026*((((x&1097195756979235332)^(x^(~y&1097195756979235332)))&~6629082356204901634)|(((x|~y)&(x^(y^1097195756979235332)))&6629082356204901634)) + 18679683425*(((~x|(y^1097195756979235332))&~6629082356204901634)|((~(x&~y)&(x^(y^1097195756979235332)))&6629082356204901634)) + 18446744051293931506*((((x^y)|~(x^1097195756979235332))&~6629082356204901634)|((1097195756979235332&(x|~y))&6629082356204901634)) + 18446744055029868191*(((1097195756979235332&(x^y))&~6629082356204901634)|(((x|y)&~(y^1097195756979235332))&6629082356204901634)) + 74718733700*(((1097195756979235332^~(x&y))&~6629082356204901634)|((y^(x&~1097195756979235332))&6629082356204901634)) + 18446744036350184766*((((y&1097195756979235332)|(x&(y|1097195756979235332)))&~6629082356204901634)|((x|1097195756979235332)&6629082356204901634)) + 37359366850*(((~(x|y)|~(y^1097195756979235332))&~6629082356204901634)|((y|1097195756979235332)&6629082356204901634)),  3735936685*~x
14054662155489493791*(((~(x&8099883973977546095)&~(8099883973977546095^6269581180230142048))&~t)|(~(x|(8099883973977546095|6269581180230142048))&t)) + 17568327691559914725*((((x&~8099883973977546095)|(8099883973977546095^6269581180230142048))&~t)|((x&~6269581180230142048)&t)) + 7905747461762352129*((~(x&(~8099883973977546095|6269581180230142048))&~t)|(~(8099883973977546095|~6269581180230142048)&t)) + 10540996611947199487*(((x|8099883973977546095)&~t)|(((x&~8099883973977546095)|(8099883973977546095^6269581180230142048))&t)) + 3513665536070420934*(((x^(~8099883973977546095&6269581180230142048))&~t)|((x^6269581180230142048)&t)) + 1756832771771147152*((~(x|(~8099883973977546095|6269581180230142048))&~t)|(((x|8099883973977546095)&~(x^(8099883973977546095^6269581180230142048)))&t)) + 12297829379982409954*(((8099883973977546095^(x&(~8099883973977546095|6269581180230142048)))&~t)|((8099883973977546095^(x|(8099883973977546095^6269581180230142048)))&t)) + 8784163847647925705*(((6269581180230142048&(x|~8099883973977546095))&~t)|((8099883973977546095^(x|(~8099883973977546095&6269581180230142048)))&t)) + 18446744069973614931*(((8099883973977546095^~(~x&(8099883973977546095^6269581180230142048)))&~t)|((x&(8099883973977546095&6269581180230142048))&t)) + 3513665539806357619*(((~(x&8099883973977546095)&(x^(8099883973977546095^6269581180230142048)))&~t)|((~(x&~8099883973977546095)&(x^(8099883973977546095^6269581180230142048)))&t)) + 3735936685*(((8099883973977546095^~(x|(8099883973977546095^6269581180230142048)))&~t)|((~(x|8099883973977546095)|(x^(8099883973977546095^6269581180230142048)))&t)) + 8784163843911989020*(((6269581180230142048^~(x&(~8099883973977546095&6269581180230142048)))&~t)|(~(x^8099883973977546095)&t)) + 14054662148017620421*(((~(x|8099883973977546095)|(x^(8099883973977546095^6269581180230142048)))&~t)|(~(x^6269581180230142048)&t)) + 15811494923524704258*(((8099883973977546095^(x|(~8099883973977546095|6269581180230142048)))&~t)|((8099883973977546095&6269581180230142048)&t)) + 10540996615683136172*(((6269581180230142048^(x|~8099883973977546095))&~t)|((8099883973977546095&(x|6269581180230142048))&t)) + 2635249150184847358*(((8099883973977546095^(~x|(8099883973977546095&6269581180230142048)))&~t)|(((x&6269581180230142048)^(x^(8099883973977546095&6269581180230142048)))&t)),  3735936685*~x
288681441388385385*(((8268203375171403056&(x|z))&~5940909112070690211)|((x&~z)&5940909112070690211)) + 5975705825905361083*(((z|(x^8268203375171403056))&~5940909112070690211)|((x&~z)&5940909112070690211)) + 9872905282780595438*(((8268203375171403056^~(~x&(~8268203375171403056&z)))&~5940909112070690211)|((z^(~x|(8268203375171403056&z)))&5940909112070690211)) + 11864807223503736904*((((8268203375171403056&~z)^(~x|(8268203375171403056^z)))&~5940909112070690211)|((z^(x|(~8268203375171403056&z)))&5940909112070690211)) + 16079556259555102818*(((8268203375171403056^(~x|(~8268203375171403056&z)))&~5940909112070690211)|((x^(8268203375171403056|z))&5940909112070690211)) + 4474562335916068440*(((8268203375171403056|(x^z))&~5940909112070690211)|((8268203375171403056^(x&(~8268203375171403056|z)))&5940909112070690211)) + 14001049883053102720*(((8268203375171403056^(~x|(~8268203375171403056&z)))&~5940909112070690211)|(((8268203375171403056&~z)^(~x|(8268203375171403056^z)))&5940909112070690211)) + 10796685886257180626*(((x^(8268203375171403056^z))&~5940909112070690211)|((~x|(8268203375171403056^z))&5940909112070690211)) + 9468751264089668562*(((z^~(x&(8268203375171403056&z)))&~5940909112070690211)|((8268203375171403056^~(x|(~8268203375171403056&z)))&5940909112070690211)) + 14722753484656097840*(((z^(~x|(8268203375171403056|z)))&~5940909112070690211)|(((x&z)|~(8268203375171403056|z))&5940909112070690211)) + 692835456343375576*(((8268203375171403056^~(x&(~8268203375171403056|z)))&~5940909112070690211)|(~(x^(~8268203375171403056|z))&5940909112070690211)) + 13885577305750561229*(((z^~(x|(~8268203375171403056&z)))&~5940909112070690211)|(~(~x&(~8268203375171403056|z))&5940909112070690211)) + 14751621626179780699*((~(~x&(8268203375171403056^z))&~5940909112070690211)|((8268203375171403056&(x|z))&5940909112070690211)) + 14924830497737497963*(((~(x&~8268203375171403056)&(x^(8268203375171403056^z)))&~5940909112070690211)|((8268203375171403056^~(x|(8268203375171403056&z)))&5940909112070690211)) + 5802496961819517189*(((z^(~x&(~8268203375171403056|z)))&~5940909112070690211)|((x|(8268203375171403056&z))&5940909112070690211)) + 17984853771971259022*(((~x|(8268203375171403056&z))&~5940909112070690211)|((z|~(x|~8268203375171403056))&5940909112070690211)),  3735936685*~x
1139567201594502919*(((930968013393823742^~(x|(930968013393823742&4439819156625752981)))&~t)|((4439819156625752981^(x|(930968013393823742&4439819156625752981)))&t)) + 2136688504390669230*(((~x&(~930968013393823742|4439819156625752981))&~t)|((x&~930968013393823742)&t)) + 14030921166129876548*(((930968013393823742^(~x|(930968013393823742&4439819156625752981)))&~t)|(((x&930968013393823742)^~(x^(~930968013393823742|4439819156625752981)))&t)) + 15953940822323040866*(((930968013393823742^~(x&(~930968013393823742|4439819156625752981)))&~t)|((930968013393823742^(x|(~930968013393823742|4439819156625752981)))&t)) + 641006548328451421*(((930968013393823742^(x|(930968013393823742&4439819156625752981)))&~t)|(((x&930968013393823742)^(930968013393823742|~4439819156625752981))&t)) + 12535239217539532109*(((4439819156625752981|(x&~930968013393823742))&~t)|((~(x|930968013393823742)|~(x^(930968013393823742^4439819156625752981)))&t)) + 7478409757895468935*(((930968013393823742^(~x|(~930968013393823742&4439819156625752981)))&~t)|((4439819156625752981^~(x&(930968013393823742&4439819156625752981)))&t)) + 925898353396998007*((~(x|(930968013393823742^4439819156625752981))&~t)|((~(x|930968013393823742)|(x^(930968013393823742^4439819156625752981)))&t)) + 7905747461762352129*((~(~x&(~930968013393823742&4439819156625752981))&~t)|((~(x|930968013393823742)|(x^(930968013393823742^4439819156625752981)))&t)) + 1994242598120459252*((~(930968013393823742^4439819156625752981)&~t)|((x&4439819156625752981)&t)) + 16594947374387428972*((((x&4439819156625752981)|(930968013393823742&~4439819156625752981))&~t)|(~(x^(~930968013393823742|4439819156625752981))&t)) + 15170488363988442782*(((x&4439819156625752981)&~t)|(((930968013393823742&~4439819156625752981)^(x|(930968013393823742^4439819156625752981)))&t)) + 8190639259359025345*(((930968013393823742&(x^4439819156625752981))&~t)|((~(x|~930968013393823742)|~(930968013393823742^4439819156625752981))&t)) + 1709350804259722721*(((4439819156625752981^(~x&(~930968013393823742|4439819156625752981)))&~t)|((930968013393823742^~(x|(930968013393823742&4439819156625752981)))&t)) + 11751786766676807395*((~(x^(~930968013393823742|4439819156625752981))&~t)|((4439819156625752981&(x|930968013393823742))&t)) + 2065465554991500926*((((x&4439819156625752981)^~(930968013393823742&~4439819156625752981))&~t)|((930968013393823742^~(~x|(930968013393823742&4439819156625752981)))&t)),  3735936685*~x
16397105834995297692*((((x|8348777611806571916)&~(8348777611806571916^z))&~3002216858480755206)|(~(x|(8348777611806571916&z))&3002216858480755206)) + 16397105872354664542*(((z^~(x|(8348777611806571916&z)))&~3002216858480755206)|((~(x&8348777611806571916)&(x^(8348777611806571916^z)))&3002216858480755206)) + 16397105834995297692*(((8348777611806571916^(~x|(8348777611806571916^z)))&~3002216858480755206)|((8348777611806571916^(~x|(8348777611806571916&z)))&3002216858480755206)) + 2049638249922063979*(((x|(~8348777611806571916|z))&~3002216858480755206)|(~(~x|(8348777611806571916&z))&3002216858480755206)) + 12297829376246473269*((~(x&(~8348777611806571916&z))&~3002216858480755206)|(((x&8348777611806571916)^~(x^(~8348777611806571916|z)))&3002216858480755206)) + 14347467585073233713*((~(x&~z)&~3002216858480755206)|((8348777611806571916^(x|(8348777611806571916|z)))&3002216858480755206)) + 10248191163683776140*(((~(x&~8348777611806571916)&(8348777611806571916^z))&~3002216858480755206)|(~(x|~z)&3002216858480755206)) + 6148914686255268292*((8348777611806571916|~3002216858480755206)^x) + 10248191145004092715*((~(x&(8348777611806571916&z))&~3002216858480755206)|((x^(~8348777611806571916&z))&3002216858480755206)) + 14347467607488853823*((((x&8348777611806571916)^~(x^(~8348777611806571916|z)))&~3002216858480755206)|((x&(~8348777611806571916|z))&3002216858480755206)) + 4099276458748824423*(((z^(x|~8348777611806571916))&~3002216858480755206)|((x&(~8348777611806571916|z))&3002216858480755206)) + 10248191167419712825*((~(~x|(8348777611806571916|z))&~3002216858480755206)|((8348777611806571916^~(x&(8348777611806571916&z)))&3002216858480755206)) + 6148914708670888402*((~(x&~8348777611806571916)&~3002216858480755206)|((x|~8348777611806571916)&3002216858480755206)) + 8198552906289838791*((((x&8348777611806571916)|~(8348777611806571916^z))&~3002216858480755206)|((x|(8348777611806571916^z))&3002216858480755206)) + 6148914678783394922*(((8348777611806571916&~z)&~3002216858480755206)|((~(x|8348777611806571916)|~(8348777611806571916^z))&3002216858480755206)) + 14347467622432600563*((~(x&(8348777611806571916|z))&~3002216858480755206)|((z|~(x|~8348777611806571916))&3002216858480755206)),  3735936685*~x
747187337*((((x&7463589017883180317)|~(7463589017883180317^2720868516880742101))&~t)|(~(~x|(~7463589017883180317|2720868516880742101))&t)) + 1494374674*((~(x&(7463589017883180317&2720868516880742101))&~t)|((7463589017883180317^(x|(7463589017883180317|2720868516880742101)))&t)) + 747187337*(((~x|(~7463589017883180317&2720868516880742101))&~t)|((~x&(7463589017883180317&2720868516880742101))&t)) + 18446744070720802268*((~(~x&(~7463589017883180317|2720868516880742101))&~t)|((7463589017883180317^~(~x|(7463589017883180317^2720868516880742101)))&t)) + 1494374674*(((7463589017883180317&(x^2720868516880742101))&~t)|(~(x&2720868516880742101)&t)) + 18446744072962364279*((7463589017883180317&~t)|((~2720868516880742101|(x^7463589017883180317))&t)) + 1494374674*((~(x^(7463589017883180317&2720868516880742101))&~t)|((2720868516880742101^(~x|(~7463589017883180317&2720868516880742101)))&t)) + 18446744066984865583*((~(x|7463589017883180317)&~t)|((x&(~7463589017883180317|2720868516880742101))&t)) + 18446744072215176942*((~(x|(~7463589017883180317&2720868516880742101))&~t)|((7463589017883180317&~(x&~2720868516880742101))&t)) + 18446744072962364279*(((7463589017883180317^(x|2720868516880742101))&~t)|((2720868516880742101&~(x&~7463589017883180317))&t)) + 1494374674*((~(7463589017883180317&~2720868516880742101)&~t)|((~(x^7463589017883180317)|(x^2720868516880742101))&t)) + 5977498696*((~(x|(7463589017883180317&2720868516880742101))&~t)|((7463589017883180317^~(~x|(7463589017883180317&2720868516880742101)))&t)),  3735936685*~x
5825287603797094904*(((~2644548292611226243&(x^631974539106393821))&~t)|((~(x&~2644548292611226243)&(2644548292611226243^631974539106393821))&t)) + 16504981541601144438*(((631974539106393821^(~x&(~2644548292611226243|631974539106393821)))&~t)|(((x|2644548292611226243)&(2644548292611226243^631974539106393821))&t)) + 15534100279282877534*(~x&(2644548292611226243^(631974539106393821^t))) + 13592337732230723616*(((2644548292611226243|~(x|631974539106393821))&~t)|((2644548292611226243^~(~x|(~2644548292611226243&631974539106393821)))&t)) + 1941762532108407178*(((x&~2644548292611226243)&~t)|((~x&(~2644548292611226243|631974539106393821))&t)) + 7767050135905502082*(((2644548292611226243^~(x&(~2644548292611226243&631974539106393821)))&~t)|((~631974539106393821|(x^2644548292611226243))&t)) + 13592337743438533671*(((2644548292611226243&631974539106393821)&~t)|((2644548292611226243^(x|(~2644548292611226243&631974539106393821)))&t)) + 4854406334006954630*((~(x^(2644548292611226243&631974539106393821))&~t)|((631974539106393821&~(x^2644548292611226243))&t)) + 3883525071688687726*((~(~x&(2644548292611226243&631974539106393821))&~t)|((2644548292611226243^~(x&(~2644548292611226243|631974539106393821)))&t)) + 1941762532108407178*(((2644548292611226243^(x|(2644548292611226243^631974539106393821)))&~t)|(~(~x&(2644548292611226243|631974539106393821))&t)) + 16504981541601144438*(((2644548292611226243^~(x|(2644548292611226243&631974539106393821)))&~t)|((x|~631974539106393821)&t)) + 7767050132169565397*(((631974539106393821&(x|~2644548292611226243))&~t)|((2644548292611226243^(~x|(~2644548292611226243&631974539106393821)))&t)) + 17475862807655348027*((((x&2644548292611226243)^(2644548292611226243|631974539106393821))&~t)|((x|(~2644548292611226243&631974539106393821))&t)) + 5825287603797094904*((~(x^(2644548292611226243^631974539106393821))&~t)|(((x|2644548292611226243)&~(2644548292611226243^631974539106393821))&t)) + 4854406337742891315*((((x&2644548292611226243)|~(2644548292611226243^631974539106393821))&~t)|(((x|2644548292611226243)&~(2644548292611226243^631974539106393821))&t)) + 10679693934068112849*(((x^(~2644548292611226243&631974539106393821))&~t)|(((x&2644548292611226243)^(x^(2644548292611226243&631974539106393821)))&t)),  3735936685*~x
