5172858198*((((x&5148131303079159687)^(5148131303079159687|~z))&~4078378071895433826)|((~(x^5148131303079159687)&(x^z))&4078378071895433826)) + 6322365784*(((5148131303079159687|z)&~4078378071895433826)|(((x|~5148131303079159687)&~(x^(5148131303079159687^z)))&4078378071895433826)) + 4310715165*((((5148131303079159687&z)^~(x&(5148131303079159687^z)))&~4078378071895433826)|((5148131303079159687^(x|z))&4078378071895433826)) + 18446744070548344037*((~(x&~x)&~4078378071895433826)|((5148131303079159687^(~x|(~5148131303079159687|z)))&4078378071895433826)) + 18446744059915263088*(((x^(~5148131303079159687|z))&~4078378071895433826)|(((x&~5148131303079159687)|(5148131303079159687^z))&4078378071895433826)) + 18446744063938613700*((((x|~5148131303079159687)&~(5148131303079159687^z))&~4078378071895433826)|(((x^5148131303079159687)&(x^z))&4078378071895433826)) + 5172858198*((((x&~5148131303079159687)|~(5148131303079159687^z))&~4078378071895433826)|((5148131303079159687&~(x&z))&4078378071895433826)) + 18446744071123122517*((((x&z)^~(5148131303079159687&~z))&~4078378071895433826)|((~x|(~5148131303079159687&z))&4078378071895433826)) + 14369067008*(((x^(~5148131303079159687|z))&~4078378071895433826)|(~(~x|(5148131303079159687^z))&4078378071895433826)) + 18446744073422187063*(((x|5148131303079159687)&~4078378071895433826)|((~(x&~5148131303079159687)&(x^(5148131303079159687^z)))&4078378071895433826)) + 18446744066812407352*(((z^~(~x&(5148131303079159687&z)))&~4078378071895433826)|(~(x^5148131303079159687)&4078378071895433826)) + 18446744063076421293*((((x&5148131303079159687)^(x^(5148131303079159687&z)))&~4078378071895433826)|((x^(~5148131303079159687&z))&4078378071895433826)) + 18446744068249279491*(((~z|~(x^5148131303079159687))&~4078378071895433826)|((5148131303079159687^(x&~z))&4078378071895433826)) + 18446744058478341575*(((~(x&~5148131303079159687)&~(x^(5148131303079159687^z)))&~4078378071895433826)|((5148131303079159687^(x&(5148131303079159687^z)))&4078378071895433826)) + 6322365784*((((5148131303079159687&z)^~(~x&(5148131303079159687^z)))&~4078378071895433826)|((~x|(~5148131303079159687|z))&4078378071895433826)) + 21553575825*((((x&5148131303079159687)|~(5148131303079159687^z))&~4078378071895433826)|((x|(5148131303079159687|z))&4078378071895433826)),  49374 + 3735936685*x
13727809541488083936*(((4310211293818176047|(x^280093833105966653))&~t)|(~(x|4310211293818176047)&t)) + 17588755967092800719*(((280093833105966653^~(x|(280093833105966653^4310211293818176047)))&~t)|((280093833105966653&~4310211293818176047)&t)) + 7292898822184473761*(((~4310211293818176047&~(x^280093833105966653))&~t)|((280093833105966653^~(x&(~280093833105966653&4310211293818176047)))&t)) + 643491075292679347*(((280093833105966653|~(x|4310211293818176047))&~t)|((x&(280093833105966653^4310211293818176047))&t)) + 10510354183704222504*(((280093833105966653^(x|4310211293818176047))&~t)|(((x&280093833105966653)^~(x^(~280093833105966653|4310211293818176047)))&t)) + 5576922635102331266*(((280093833105966653&~(x^4310211293818176047))&~t)|(((x|~280093833105966653)&(280093833105966653^4310211293818176047))&t)) + 7721892869888968869*(((280093833105966653^~(~x&(~280093833105966653&4310211293818176047)))&~t)|((4310211293818176047^(x|~280093833105966653))&t)) + 12226330378258188995*(((~(x&280093833105966653)&~(280093833105966653^4310211293818176047))&~t)|((~(x|~280093833105966653)|~(x^(280093833105966653^4310211293818176047)))&t)) + 3431952377900172301*((((x&280093833105966653)^(280093833105966653|~4310211293818176047))&~t)|((~(x|280093833105966653)|~(x^(280093833105966653^4310211293818176047)))&t)) + 7078401802068113518*((x&~t)|((4310211293818176047^(~x|(~280093833105966653&4310211293818176047)))&t)) + 3646449405488405914*(((x&~280093833105966653)&~t)|(((280093833105966653&~4310211293818176047)^(x|(280093833105966653^4310211293818176047)))&t)) + 18017750029740943819*(((280093833105966653^(x|(~280093833105966653|4310211293818176047)))&~t)|(((x&~280093833105966653)|(x^(280093833105966653^4310211293818176047)))&t)) + 13084318466195355215*(((4310211293818176047&(x|~280093833105966653))&~t)|((~280093833105966653|~(x^4310211293818176047))&t)) + 6863904774479929279*(((280093833105966653|~(x|4310211293818176047))&~t)|((4310211293818176047^~(~x|(280093833105966653&4310211293818176047)))&t)) + 9223372036854800495*(((x&(280093833105966653&4310211293818176047))&~t)|(~(~x&(280093833105966653^4310211293818176047))&t)) + 15872779783746545535*(((4310211293818176047^(x|(280093833105966653|4310211293818176047)))&~t)|((4310211293818176047|(x&~280093833105966653))&t)),  49374 + 3735936685*x
14757395269428155388*(((x&~2901599550064024034)&~8614801378171577836)|(((x|y)&(y^2901599550064024034))&8614801378171577836)) + 3689348808017283539*(((y^~(~x&(~y&2901599550064024034)))&~8614801378171577836)|((2901599550064024034^(x|~y))&8614801378171577836)) + 14757395224597359534*(((y^(x|(~y|2901599550064024034)))&~8614801378171577836)|((~x&(~y|2901599550064024034))&8614801378171577836)) + 3689348834168593464*((~(x|2901599550064024034)&~8614801378171577836)|((~(x|y)|~(x^(y^2901599550064024034)))&8614801378171577836)) + 3689348822960882157*(((~(x|y)|~(x^(y^2901599550064024034)))&~8614801378171577836)|((~(x|y)|~(x^(y^2901599550064024034)))&8614801378171577836)) + 14757395273164042699*((~(x&(~y&2901599550064024034))&~8614801378171577836)|((2901599550064024034^(~x|(~y&2901599550064024034)))&8614801378171577836)) + 11068046450203209916*((((x|y)&(y^2901599550064024034))&~8614801378171577836)|((2901599550064024034^~(x&(y|2901599550064024034)))&8614801378171577836)) + 11068046453939097227*(((y^(x|(y^2901599550064024034)))&~8614801378171577836)|((x&(y|2901599550064024034))&8614801378171577836)) + 7378697597355081149*(((~(x&~y)&~(x^(y^2901599550064024034)))&~8614801378171577836)|(~(~x&(~y|2901599550064024034))&8614801378171577836)) + 18446744066237727620*(((y^~(x&(y^2901599550064024034)))&~8614801378171577836)|(((x&~y)|(x^(y^2901599550064024034)))&8614801378171577836)) + 7378697634714053007*(((y^(x|2901599550064024034))&~8614801378171577836)|((y|~2901599550064024034)&8614801378171577836)) + 18679535303*((~(y|2901599550064024034)&~8614801378171577836)|(~(x&(y^2901599550064024034))&8614801378171577836)) + 3689348819224994846*((~(x&2901599550064024034)&~8614801378171577836)|(((x&~y)|~(y^2901599550064024034))&8614801378171577836)) + 14757395228333246845*((((x|y)&(x^(y^2901599550064024034)))&~8614801378171577836)|((y|~(x^2901599550064024034))&8614801378171577836)) + 7378697649657700999*(((2901599550064024034^~(x&(y|2901599550064024034)))&~8614801378171577836)|((x|y)&8614801378171577836)) + 14757395254484507396*((~(x^(~y&2901599550064024034))&~8614801378171577836)|((~x|(~y|2901599550064024034))&8614801378171577836)),  49374 + 3735936685*x
18446743886912914862*((280338195717329146^t)&~1725917309709680515) + 18446743830873913961*((((x&1725917309709680515)|~(x^(1725917309709680515^280338195717329146)))&~t)|((1725917309709680515^~(x&(~1725917309709680515&280338195717329146)))&t)) + 194268460750*(((x&1725917309709680515)&~t)|((1725917309709680515^~(x&(1725917309709680515^280338195717329146)))&t)) + 369857386197*((((x&280338195717329146)^~(x^(1725917309709680515&280338195717329146)))&~t)|((x&~1725917309709680515)&t)) + 18446743916800408342*(((1725917309709680515^(~x|(1725917309709680515|280338195717329146)))&~t)|((280338195717329146^~(x&~1725917309709680515))&t)) + 239099700970*(((280338195717329146^~(~x|(~1725917309709680515&280338195717329146)))&~t)|((280338195717329146^~(x&~1725917309709680515))&t)) + 18446743390033780123*(((x&280338195717329146)&~t)|(((x^1725917309709680515)&(x^280338195717329146))&t)) + 18446743838345737957*(((1725917309709680515^(x|280338195717329146))&~t)|(((x&280338195717329146)^(1725917309709680515|280338195717329146))&t)) + 321290258666*(((~280338195717329146&~(x^1725917309709680515))&~t)|(~(x&1725917309709680515)&t)) + 18446744002726803975*(((x&(1725917309709680515^280338195717329146))&~t)|((280338195717329146^~(~x|(~1725917309709680515&280338195717329146)))&t)) + 33623430165*((1725917309709680515&~t)|((x^(~1725917309709680515&280338195717329146))&t)) + 18446742934249948919*((~(x&(~1725917309709680515|280338195717329146))&~t)|(~(x^280338195717329146)&t)) + 440840035090*((~(x&~280338195717329146)&~t)|(~(x^280338195717329146)&t)) + 138229509223*(((x^(~1725917309709680515|280338195717329146))&~t)|((1725917309709680515&280338195717329146)&t)) + 261515370454*(((1725917309709680515|280338195717329146)&~t)|(((x&280338195717329146)^~(x^(~1725917309709680515&280338195717329146)))&t)) + 268987145076*(((~x|(1725917309709680515^280338195717329146))&~t)|((~(x|~1725917309709680515)|~(1725917309709680515^280338195717329146))&t)),  49374 + 3735936685*x
18446744073261229339*(((~x|(y|1097195756979235332))&~6629082356204901634)|((1097195756979235332^(~x|(y&1097195756979235332)))&6629082356204901634)) + 6148914693577684445*(((~(x^y)|~(x^1097195756979235332))&~6629082356204901634)|(~(~x|(y&1097195756979235332))&6629082356204901634)) + 12297829387753148384*(((x^1097195756979235332)&~6629082356204901634)|(~(x|~y)&6629082356204901634)) + 6148914688048508026*(((1097195756979235332^~(~x&(~y|1097195756979235332)))&~6629082356204901634)|(((x&y)^(y|~1097195756979235332))&6629082356204901634)) + 12297829383419481579*(((1097195756979235332^~(x&(~y|1097195756979235332)))&~6629082356204901634)|((1097195756979235332^~(~x&(y&1097195756979235332)))&6629082356204901634)) + 18446744073261229339*((~(x|(y|1097195756979235332))&~6629082356204901634)|((~x&(y|1097195756979235332))&6629082356204901634)) + 18446744069973614931*(((1097195756979235332&(x|~y))&~6629082356204901634)|(~(x&(~y|1097195756979235332))&6629082356204901634)) + 6148914688496830303*(((y^(x&(~y|1097195756979235332)))&~6629082356204901634)|((~(x|y)|~(x^(y^1097195756979235332)))&6629082356204901634)) + 12297829384465533976*((((x&y)|~(y|~1097195756979235332))&~6629082356204901634)|((~(x|y)|~(x^(y^1097195756979235332)))&6629082356204901634)) + 18446744072962364279*(x^(~y&(1097195756979235332|6629082356204901634))) + 12297829385063264096*((~(x|(y^1097195756979235332))&~6629082356204901634)|(((y&~1097195756979235332)^(x|(y^1097195756979235332)))&6629082356204901634)) + 298865060*((((x&y)|~(y|1097195756979235332))&~6629082356204901634)|((y&(x|1097195756979235332))&6629082356204901634)) + 6148914684910350835*((((y&~1097195756979235332)^(~x|(y^1097195756979235332)))&~6629082356204901634)|(y&6629082356204901634)) + 12297829387304826107*(((y^~(~x&(y&1097195756979235332)))&~6629082356204901634)|((y|~1097195756979235332)&6629082356204901634)) + 6148914687450777906*(((1097195756979235332^(~x|(~y&1097195756979235332)))&~6629082356204901634)|(~(x&(y^1097195756979235332))&6629082356204901634)) + 6874093876*(((1097195756979235332^(~x&(y|1097195756979235332)))&~6629082356204901634)|(~(x&~y)&6629082356204901634)),  49374 + 3735936685*x
16397105852238103492*(((8099883973977546095^~(x&(8099883973977546095&6269581180230142048)))&~t)|((~(x&8099883973977546095)&(8099883973977546095^6269581180230142048))&t)) + 6148914685393092343*(((8099883973977546095^~(x|6269581180230142048))&~t)|((~(x&8099883973977546095)&(8099883973977546095^6269581180230142048))&t)) + 2049638234690958172*((~(~x|(~8099883973977546095&6269581180230142048))&~t)|(((x|~8099883973977546095)&(8099883973977546095^6269581180230142048))&t)) + 18446744065375485839*(((8099883973977546095^(x|(8099883973977546095|6269581180230142048)))&~t)|((8099883973977546095^~(x&~6269581180230142048))&t)) + 8198552918359764449*((~(~x&(8099883973977546095&6269581180230142048))&~t)|((8099883973977546095^~(~x|(8099883973977546095^6269581180230142048)))&t)) + 16397105856261454104*(((x^(~8099883973977546095|6269581180230142048))&~t)|((x^8099883973977546095)&t)) + 14347467591108125224*(((x&(8099883973977546095^6269581180230142048))&~t)|((8099883973977546095^(x|(~8099883973977546095&6269581180230142048)))&t)) + 10248191163396439017*((~(~x|(~8099883973977546095&6269581180230142048))&~t)|(~(x&(8099883973977546095&6269581180230142048))&t)) + 13219510048*(((x&(8099883973977546095^6269581180230142048))&~t)|(((x|~8099883973977546095)&~(8099883973977546095^6269581180230142048))&t)) + 10248191137244783474*(((8099883973977546095|~(x|~6269581180230142048))&~t)|((8099883973977546095^~(x|(~8099883973977546095&6269581180230142048)))&t)) + 16397105843329308609*(((~(x&8099883973977546095)&~(8099883973977546095^6269581180230142048))&~t)|((8099883973977546095&(x|~6269581180230142048))&t)) + 10248191155637151720*((((x^8099883973977546095)|(x^6269581180230142048))&~t)|((x&6269581180230142048)&t)) + 12297829383430965628*(((~(x|~8099883973977546095)|(8099883973977546095^6269581180230142048))&~t)|((x|~8099883973977546095)&t)) + 2049638233541401212*((8099883973977546095&~t)|(((x&6269581180230142048)^(x^(8099883973977546095&6269581180230142048)))&t)) + 10248191139256434093*((~(8099883973977546095|6269581180230142048)&~t)|(((x^8099883973977546095)|~(x^6269581180230142048))&t)) + 12297829392914538991*((((x^8099883973977546095)&~(x^6269581180230142048))&~t)|((~x|(8099883973977546095|6269581180230142048))&t)),  49374 + 3735936685*x
13512660551191002463*(((8268203375171403056^(x&(8268203375171403056^z)))&~5940909112070690211)|(~(x|z)&5940909112070690211)) + 16820739278426357629*(((x|z)&~5940909112070690211)|(~(x|8268203375171403056)&5940909112070690211)) + 1906350448740585841*((~(x|(8268203375171403056|z))&~5940909112070690211)|(((8268203375171403056&z)^~(x&(8268203375171403056^z)))&5940909112070690211)) + 6616157450734773647*((~z&~5940909112070690211)|((x&(~8268203375171403056&z))&5940909112070690211)) + 16147909705645512907*(((z|(x&~8268203375171403056))&~5940909112070690211)|(((8268203375171403056&~z)|~(x|(~8268203375171403056&z)))&5940909112070690211)) + 5662982224496487697*((((x&8268203375171403056)^(x^(8268203375171403056&z)))&~5940909112070690211)|((z^(x&(~8268203375171403056|z)))&5940909112070690211)) + 16876808403887514766*((~(x&z)&~5940909112070690211)|((z&(x^8268203375171403056))&5940909112070690211)) + 14129420994774753363*((~(~x&(8268203375171403056|z))&~5940909112070690211)|((~z|(x^8268203375171403056))&5940909112070690211)) + 8410369641081122470*(((~(x&~8268203375171403056)&(x^(8268203375171403056^z)))&~5940909112070690211)|((8268203375171403056&~(x^z))&5940909112070690211)) + 10765273134606367690*((((8268203375171403056&~z)^(x|(8268203375171403056^z)))&~5940909112070690211)|((z^(~x|(~8268203375171403056&z)))&5940909112070690211)) + 8802853556668688027*(((8268203375171403056^~(~x&(8268203375171403056&z)))&~5940909112070690211)|(((x&z)|~(8268203375171403056|z))&5940909112070690211)) + 1906350452476522526*((((x^8268203375171403056)|(x^z))&~5940909112070690211)|((x|~z)&5940909112070690211)) + 4485530473997953089*(((z|~(x^8268203375171403056))&~5940909112070690211)|((x|(8268203375171403056^z))&5940909112070690211)) + 12727692720015970097*((((x&8268203375171403056)|~(8268203375171403056|z))&~5940909112070690211)|((8268203375171403056^(x&(8268203375171403056^z)))&5940909112070690211)) + 224276524260248658*(((z^(x|(~8268203375171403056|z)))&~5940909112070690211)|((8268203375171403056|~(x^z))&5940909112070690211)) + 8017885721757669602*(((~x|(8268203375171403056&z))&~5940909112070690211)|(~(x&~z)&5940909112070690211)),  49374 + 3735936685*x
8307143028486845146*((((x&~930968013393823742)|(x^(930968013393823742^4439819156625752981)))&~t)|((930968013393823742^(~x|(930968013393823742&4439819156625752981)))&t)) + 2931932831260423142*(((~x&(930968013393823742^4439819156625752981))&~t)|(((x^930968013393823742)&~(x^4439819156625752981))&t)) + 17713760867228687772*((((x^930968013393823742)&(x^4439819156625752981))&~t)|(~(930968013393823742|~4439819156625752981)&t)) + 17102941524936647829*((((x^930968013393823742)|(x^4439819156625752981))&~t)|(((x&4439819156625752981)^(x^(~930968013393823742&4439819156625752981)))&t)) + 18202416335191595935*((4439819156625752981|t)&~x) + 2443277359561578294*(((4439819156625752981^~(x&(930968013393823742&4439819156625752981)))&~t)|(((x&4439819156625752981)^(930968013393823742|4439819156625752981))&t)) + 6230357269497190204*((~(~x|(930968013393823742|4439819156625752981))&~t)|(~(x^(~930968013393823742&4439819156625752981))&t)) + 14659664164307666107*((((x&930968013393823742)|~(930968013393823742|~4439819156625752981))&~t)|((~x|(930968013393823742^4439819156625752981))&t)) + 3298424436101960206*((~930968013393823742&~t)|((930968013393823742^~(x&4439819156625752981))&t)) + 10506092653800130845*(((930968013393823742^(~x|(~930968013393823742|4439819156625752981)))&~t)|(~(~x&(~930968013393823742|4439819156625752981))&t)) + 10139601045222706470*((~(x|(930968013393823742|4439819156625752981))&~t)|((930968013393823742^(~x|(~930968013393823742&4439819156625752981)))&t)) + 17591596997169169704*(((4439819156625752981^~(x&~930968013393823742))&~t)|(~(~x&(930968013393823742&4439819156625752981))&t)) + 12582878408520172075*(((~(x&930968013393823742)&~(x^(930968013393823742^4439819156625752981)))&~t)|(((x&~930968013393823742)|~(930968013393823742^4439819156625752981))&t)) + 8184979158961053479*(((x^930968013393823742)&~t)|(~(x&~4439819156625752981)&t)) + 17225105394462439496*(((930968013393823742^(~x&(~930968013393823742|4439819156625752981)))&~t)|((~x|(930968013393823742|4439819156625752981))&t)) + 12705042278046013116*((x&930968013393823742)|t),  49374 + 3735936685*x
11068046450950397253*(((8348777611806571916|~(x|~z))&~3002216858480755206)|((8348777611806571916^~(x&(~8348777611806571916&z)))&3002216858480755206)) + 11068046421062953147*((~(x&(~8348777611806571916&z))&~3002216858480755206)|(~(8348777611806571916|~z)&3002216858480755206)) + 3689348876758419795*(((8348777611806571916^~(~x&(8348777611806571916|z)))&~3002216858480755206)|((8348777611806571916^(~x|(8348777611806571916|z)))&3002216858480755206)) + 18446744058765804876*((~(x&(~8348777611806571916&z))&~3002216858480755206)|((~(x&8348777611806571916)&(8348777611806571916^z))&3002216858480755206)) + 48567127531*(((z^(~x&(8348777611806571916|z)))&~3002216858480755206)|((~(x&~8348777611806571916)&~(x^(8348777611806571916^z)))&3002216858480755206)) + 7378697615287280993*((~(x^(8348777611806571916&z))&~3002216858480755206)|((z^(x&(~8348777611806571916|z)))&3002216858480755206)) + 14757395137176194235*(((8348777611806571916^~(~x&(8348777611806571916^z)))&~3002216858480755206)|(~(x&z)&3002216858480755206)) + 14757395305293196938*((~(x&~z)&~3002216858480755206)|((x^(8348777611806571916&z))&3002216858480755206)) + 7378697562984216777*(((z^(~x&(8348777611806571916|z)))&~3002216858480755206)|(~(~x|(~8348777611806571916&z))&3002216858480755206)) + 112078001802*(((z^~(x&(~8348777611806571916&z)))&~3002216858480755206)|(((x&8348777611806571916)|(x^(8348777611806571916^z)))&3002216858480755206)) + 18446743991518993920*(((~z|(x^8348777611806571916))&~3002216858480755206)|((x&z)&3002216858480755206)) + 7378697660118471839*((((8348777611806571916&z)^~(x&(8348777611806571916^z)))&~3002216858480755206)|((z^(~x&(~8348777611806571916|z)))&3002216858480755206)) + 3689348783360052044*(((z&~(x^8348777611806571916))&~3002216858480755206)|((8348777611806571916^(~x|(~8348777611806571916&z)))&3002216858480755206)) + 3689348850606863000*((~(~x|(8348777611806571916^z))&~3002216858480755206)|((~(x|~8348777611806571916)|(x^(8348777611806571916^z)))&3002216858480755206)) + 18446744062501741561*((((x&~8348777611806571916)|~(x^(8348777611806571916^z)))&~3002216858480755206)|(~(x&(8348777611806571916^z))&3002216858480755206)) + 14757395275405752832*((~(~x&(~8348777611806571916&z))&~3002216858480755206)|(~(~x&(8348777611806571916^z))&3002216858480755206)),  49374 + 3735936685*x
12496181474228165555*((((x&2720868516880742101)^(x^(~7463589017883180317&2720868516880742101)))&~t)|((x&~7463589017883180317)&t)) + 11901125210170483429*((((x^7463589017883180317)&(x^2720868516880742101))&~t)|(((x^7463589017883180317)&~(x^2720868516880742101))&t)) + 17256631560537934104*(((2720868516880742101^(x|(~7463589017883180317|2720868516880742101)))&~t)|(((x|~7463589017883180317)&~(x^(7463589017883180317^2720868516880742101)))&t)) + 10711012682055217925*(((7463589017883180317^~(x&(7463589017883180317|2720868516880742101)))&~t)|(((x|~7463589017883180317)&(7463589017883180317^2720868516880742101))&t)) + 13686293994871623521*((((x&2720868516880742101)^~(7463589017883180317&~2720868516880742101))&~t)|((~x&(7463589017883180317&2720868516880742101))&t)) + 1190112516907521281*((~(x&~2720868516880742101)&~t)|(~(x|(7463589017883180317^2720868516880742101))&t)) + 5355506346631481074*((((x^7463589017883180317)&(x^2720868516880742101))&~t)|((2720868516880742101&~(x&7463589017883180317))&t)) + 14876406508043273949*(((x^2720868516880742101)&~t)|((7463589017883180317&~(x^2720868516880742101))&t)) + 18446744073709502242*(((2720868516880742101^~(x&(~7463589017883180317|2720868516880742101)))&~t)|(((x|7463589017883180317)&(x^(7463589017883180317^2720868516880742101)))&t)) + 10711012693262995064*(((2720868516880742101&(x|~7463589017883180317))&~t)|((7463589017883180317^~(x&2720868516880742101))&t)) + 13091237734549894538*(((2720868516880742101&~(x&~7463589017883180317))&~t)|((7463589017883180317^(~x&(7463589017883180317|2720868516880742101)))&t)) + 17256631556802030335*((~(x^2720868516880742101)&~t)|((7463589017883180317&(x|2720868516880742101))&t)) + 1785168780965137575*(((~x&(~7463589017883180317&2720868516880742101))&~t)|((7463589017883180317^~(x|(7463589017883180317&2720868516880742101)))&t)) + 10711012685791138152*((~(~x|(7463589017883180317^2720868516880742101))&~t)|((2720868516880742101^~(x|7463589017883180317))&t)) + 10115956429205345854*(((x&(7463589017883180317&2720868516880742101))&~t)|((7463589017883180317^(x&(7463589017883180317^2720868516880742101)))&t)) + 13686293983663879298*(((7463589017883180317^~(~x&(7463589017883180317&2720868516880742101)))&~t)|((x|(~7463589017883180317|2720868516880742101))&t)),  49374 + 3735936685*x
11945277781320661207*(((~631974539106393821&(x^2644548292611226243))&~t)|(~631974539106393821&t)) + 10700978015624189487*(((631974539106393821|~(x^2644548292611226243))&~t)|(((2644548292611226243&631974539106393821)^~(~x&(2644548292611226243^631974539106393821)))&t)) + 3732899308297175841*((((2644548292611226243&~631974539106393821)|~(x|(~2644548292611226243&631974539106393821)))&~t)|(((x|2644548292611226243)&(2644548292611226243^631974539106393821))&t)) + 14651629769282072807*(((~(x|2644548292611226243)|~(2644548292611226243^631974539106393821))&~t)|(((x&2644548292611226243)^~(x^(~2644548292611226243|631974539106393821)))&t)) + 11945277785056597892*(((~(x^2644548292611226243)|~(x^631974539106393821))&~t)|((2644548292611226243^(x|631974539106393821))&t)) + 11198697917419654153*(((2644548292611226243|~(x|~631974539106393821))&~t)|((2644548292611226243^(x|631974539106393821))&t)) + 14433877320185428643*(((631974539106393821&(x|2644548292611226243))&~t)|((2644548292611226243^(x|(~2644548292611226243|631974539106393821)))&t)) + 17917916673848935466*(((2644548292611226243^(x&(2644548292611226243^631974539106393821)))&~t)|((~(x&2644548292611226243)&~(x^(2644548292611226243^631974539106393821)))&t)) + 13282900033740664635*((~(~x&(2644548292611226243|631974539106393821))&~t)|(((2644548292611226243&~631974539106393821)^(~x|(2644548292611226243^631974539106393821)))&t)) + 18384529088787058703*((~(x&(2644548292611226243|631974539106393821))&~t)|(~(~x|(2644548292611226243^631974539106393821))&t)) + 2799674463477182627*((~(x|631974539106393821)&~t)|((x&631974539106393821)&t)) + 186644973447112790*((~(x|2644548292611226243)&~t)|((631974539106393821^(~x&(2644548292611226243|631974539106393821)))&t)) + 9829968185614182666*(((631974539106393821^~(x&2644548292611226243))&~t)|((x&(2644548292611226243|631974539106393821))&t)) + 1213192275103193606*(((~(x|2644548292611226243)|~(2644548292611226243^631974539106393821))&~t)|((2644548292611226243&~(x&~631974539106393821))&t)) + 5506026470118277652*((~(~x&(2644548292611226243&631974539106393821))&~t)|(~(x&~2644548292611226243)&t)) + 17420196768317534115*(((631974539106393821^(x|(2644548292611226243|631974539106393821)))&~t)|((2644548292611226243|(x^631974539106393821))&t)),  49374 + 3735936685*x
